"","plz_code","ZIP_3","ZIP3_ID"
"3836","08280","082",736
"3837","94569","945",21
"3838","83451","834",132
"3839","09119","091",1132
"3840","94554","945",21
"3841","09477","094",1123
"3842","14943","149",770
"3843","13591","135",820
"3844","94252","942",27
"3845","01683","016",806
"3846","13629","136",819
"3847","10709","107",437
"3848","10629","106",438
"3849","09629","096",1116
"3850","13435","134",822
"3851","10999","109",431
"3852","61250","612",1030
"3853","76228","762",1048
"3854","76229","762",1048
"3855","33613","336",499
"3856","64653","646",1100
"3857","60549","605",60
"3858","28816","288",894
"3859","35112","351",581
"3860","75399","753",1121
"3861","35066","350",587
"3862","72184","721",33
"3863","75249","752",1124
"3864","78259","782",270
"3865","69483","694",178
"3866","78585","785",265
"3867","74933","749",964
"3868","35325","353",578
"3869","78343","783",267
"3870","74389","743",929
"3871","25693","256",845
"3872","88605","886",1064
"3873","21730","217",525
"3874","72147","721",35
"3875","31619","316",677
"3876","72127","721",36
"3877","31708","317",670
"3878","31693","316",675
"3879","25878","258",830
"3880","34599","345",407
"3881","70619","706",7
"3882","74360","743",929
"3883","21712","217",525
"3884","74861","748",966
"3885","63599","635",1163
"3886","25594","255",846
"3887","73732","737",1038
"3888","72669","726",67
"3889","88677","886",1064
"3890","71384","713",122
"3891","71404","714",121
"3892","37697","376",631
"3893","88289","882",1078
"3894","31073","310",663
"3895","30451","304",605
"3896","97237","972",1020
"3897","30177","301",596
"3898","24360","243",546
"3899","97261","972",1020
"3900","22525","225",393
"3901","73486","734",1042
"3902","97222","972",1020
"3903","97285","972",1020
"3904","89185","891",332
"3905","97078","970",1024
"3906","99837","998",1169
"3907","97076","970",1024
"3908","97230","972",1020
"3909","89269","892",327
"3910","97729","977",1079
"3911","21388","213",478
"3912","89284","892",327
"3913","37339","373",635
"3914","97346","973",1019
"3915","38678","386",610
"3916","87755","877",1165
"3917","97447","974",1018
"3918","22965","229",453
"3919","87776","877",1165
"3920","97488","974",1018
"3921","97503","975",1085
"3922","91598","915",889
"3923","87769","877",1165
"3924","29393","293",727
"3925","21483","214",475
"3926","91572","915",889
"3927","97528","975",1093
"3928","98553","985",959
"3929","87656","876",1166
"3930","96193","961",58
"3931","23562","235",569
"3932","86709","867",987
"3933","23683","236",568
"3934","96120","961",58
"3935","96135","961",58
"3936","96103","961",58
"3937","90587","905",756
"3938","96274","962",57
"3939","86978","869",980
"3940","82467","824",13
"3941","86153","861",953
"3942","23942","239",589
"3943","38379","383",616
"3944","90547","905",756
"3945","86438","864",945
"3946","86935","869",980
"3947","99195","991",1154
"3948","82297","822",19
"3949","86922","869",980
"3950","41749","417",314
"3951","41065","410",286
"3952","41363","413",282
"3953","47802","478",208
"3954","54585","545",235
"3955","47809","478",208
"3956","54343","543",245
"3957","54341","543",245
"3958","47057","470",217
"3959","46049","460",100
"3960","54524","545",234
"3961","45473","454",157
"3962","45355","453",158
"3963","42697","426",280
"3964","51061","510",1097
"3965","66125","661",260
"3966","48527","485",196
"3967","53508","535",343
"3968","26736","267",786
"3969","51109","511",1096
"3970","34246","342",420
"3971","24944","249",564
"3972","24975","249",564
"3973","74535","745",969
"3974","25593","255",846
"3975","97737","977",1079
"3976","97944","979",1072
"3977","74420","744",970
"3978","37216","372",636
"3979","95488","954",154
"3980","19300","193",762
"3981","81241","812",44
"3982","39326","393",708
"3983","95131","951",93
"3984","19089","190",766
"3985","95444","954",154
"3986","81547","815",41
"3987","81549","815",41
"3988","06628","066",681
"3989","83607","836",129
"3990","85774","857",1049
"3991","81739","817",32
"3992","92655","926",841
"3993","83707","837",128
"3994","06249","062",690
"3995","93176","931",53
"3996","92284","922",852
"3997","85604","856",1052
"3998","39596","395",705
"3999","57635","576",161
"4000","44263","442",339
"4001","49774","497",641
"4002","66919","669",296
"4003","57258","572",171
"4004","26486","264",795
"4005","79350","793",501
"4006","67814","678",518
"4007","77836","778",392
"4008","57299","572",170
"4009","67297","672",470
"4010","65623","656",373
"4011","65345","653",309
"4012","26386","263",797
"4013","58540","585",105
"4014","79295","792",502
"4015","67718","677",446
"4016","77975","779",390
"4017","79232","792",502
"4018","59065","590",227
"4019","57482","574",168
"4020","65552","655",307
"4021","55291","552",441
"4022","79871","798",482
"4023","35686","356",572
"4024","72270","722",76
"4025","67574","675",455
"4026","65529","655",307
"4027","67240","672",469
"4028","76351","763",1047
"4029","76133","761",1056
"4030","51469","514",1146
"4031","48465","484",197
"4032","42111","421",233
"4033","66540","665",250
"4034","42119","421",233
"4035","26907","269",780
"4036","53639","536",341
"4037","42287","422",232
"4038","56821","568",425
"4039","53579","535",345
"4040","58256","582",112
"4041","55756","557",515
"4042","96465","964",89
"4043","82266","822",19
"4044","82281","822",19
"4045","07427","074",746
"4046","06463","064",687
"4047","06449","064",687
"4048","09544","095",1119
"4049","10245","102",383
"4050","10318","103",379
"4051","18586","185",695
"4052","01471","014",809
"4053","17379","173",718
"4054","01109","011",813
"4055","01239","012",811
"4056","01309","013",810
"4057","01993","019",853
"4058","01816","018",856
"4059","17373","173",718
"4060","01824","018",856
"4061","03096","030",908
"4062","03119","031",906
"4063","02699","026",769
"4064","16307","163",881
"4065","03050","030",908
"4066","02747","027",768
"4067","47509","475",211
"4068","54589","545",235
"4069","54655","546",288
"4070","47447","474",213
"4071","46117","461",99
"4072","46119","461",99
"4073","40699","406",1062
"4074","46282","462",98
"4075","45359","453",158
"4076","51371","513",1148
"4077","50931","509",955
"4078","54497","544",242
"4079","51103","511",1096
"4080","45136","451",160
"4081","66129","661",260
"4082","45309","453",158
"4083","85131","851",1005
"4084","90571","905",758
"4085","07422","074",746
"4086","82327","823",17
"4087","29494","294",726
"4088","06343","063",688
"4089","82140","821",20
"4090","19069","190",766
"4091","83661","836",129
"4092","56581","565",350
"4093","58097","580",120
"4094","51588","515",1142
"4095","66507","665",253
"4096","59394","593",223
"4097","56333","563",355
"4098","88263","882",1078
"4099","25585","255",846
"4100","88361","883",1074
"4101","36275","362",560
"4102","24878","248",531
"4103","21644","216",528
"4104","71566","715",118
"4105","30989","309",597
"4106","21641","216",528
"4107","36148","361",561
"4108","77889","778",392
"4109","65195","651",311
"4110","65618","656",378
"4111","55116","551",445
"4112","76287","762",1048
"4113","55283","552",443
"4114","67105","671",476
"4115","65719","657",371
"4116","76199","761",1056
"4117","76137","761",1056
"4118","44319","443",336
"4119","58642","586",104
"4120","57610","576",161
"4121","48157","481",206
"4122","79369","793",501
"4123","67700","677",447
"4124","57577","575",167
"4125","79227","792",502
"4126","79585","795",495
"4127","79359","793",501
"4128","55487","554",435
"4129","53557","535",344
"4130","44359","443",336
"4131","44357","443",336
"4132","53489","534",291
"4133","85459","854",1060
"4134","85669","856",1055
"4135","92690","926",841
"4136","95195","951",93
"4137","93345","933",51
"4138","06110","061",692
"4139","95704","957",138
"4140","06385","063",689
"4141","92253","922",852
"4142","84085","840",49
"4143","84424","844",81
"4144","06679","066",681
"4145","93049","930",28
"4146","84097","840",49
"4147","18273","182",698
"4148","92660","926",841
"4149","92699","926",843
"4150","83549","835",131
"4151","93089","930",28
"4152","83229","832",135
"4153","93090","930",28
"4154","08258","082",735
"4155","06785","067",674
"4156","06869","068",669
"4157","93179","931",53
"4158","83119","831",85
"4159","06773","067",674
"4160","93194","931",53
"4161","18337","183",697
"4162","84574","845",79
"4163","92554","925",847
"4164","08304","083",732
"4165","04425","044",866
"4166","84570","845",79
"4167","84518","845",79
"4168","83368","833",133
"4169","93455","934",50
"4170","83374","833",133
"4171","84556","845",79
"4172","94436","944",23
"4173","18461","184",696
"4174","94563","945",21
"4175","18442","184",696
"4176","83435","834",132
"4177","09114","091",1132
"4178","04736","047",859
"4179","18507","185",694
"4180","84385","843",83
"4181","14959","149",770
"4182","09579","095",1119
"4183","14052","140",783
"4184","13405","134",822
"4185","13403","134",822
"4186","10719","107",437
"4187","10555","105",363
"4188","12249","122",524
"4189","17391","173",718
"4190","10829","108",432
"4191","12309","123",523
"4192","07349","073",747
"4193","96367","963",56
"4194","95355","953",156
"4195","19079","190",766
"4196","81475","814",42
"4197","39629","396",704
"4198","29493","294",726
"4199","80993","809",814
"4200","95473","954",154
"4201","91275","912",897
"4202","80933","809",814
"4203","23992","239",589
"4204","82054","820",1167
"4205","95517","955",151
"4206","07924","079",739
"4207","85652","856",1054
"4208","18246","182",698
"4209","07607","076",744
"4210","93152","931",53
"4211","88099","880",1084
"4212","30851","308",601
"4213","88447","884",1071
"4214","74673","746",968
"4215","31061","310",663
"4216","36157","361",561
"4217","22869","228",458
"4218","97244","972",1020
"4219","97299","972",1020
"4220","97282","972",1020
"4221","88416","884",1071
"4222","73453","734",1042
"4223","73540","735",1041
"4224","20457","204",619
"4225","74585","745",969
"4226","21107","211",491
"4227","20251","202",621
"4228","97199","971",1022
"4229","21272","212",487
"4230","20537","205",640
"4231","22393","223",400
"4232","87740","877",1165
"4233","24105","241",557
"4234","91635","916",883
"4235","24253","242",550
"4236","29353","293",727
"4237","29578","295",725
"4238","89367","893",325
"4239","21386","213",478
"4240","24256","242",550
"4241","21357","213",478
"4242","91634","916",884
"4243","21526","215",466
"4244","23858","238",591
"4245","29365","293",727
"4246","38640","386",612
"4247","23715","237",566
"4248","91604","916",883
"4249","38118","381",618
"4250","32139","321",629
"4251","68775","687",386
"4252","78727","787",261
"4253","78736","787",261
"4254","35117","351",582
"4255","72189","721",33
"4256","33106","331",511
"4257","72218","722",76
"4258","35392","353",577
"4259","78669","786",264
"4260","27251","272",926
"4261","35415","354",576
"4262","60599","605",60
"4263","34497","344",409
"4264","72359","723",74
"4265","75443","754",1117
"4266","71083","710",77
"4267","35274","352",580
"4268","64823","648",1098
"4269","72406","724",72
"4270","63452","634",1164
"4271","72379","723",75
"4272","63691","636",1161
"4273","63546","635",1163
"4274","25724","257",834
"4275","63526","635",1163
"4276","64850","648",1098
"4277","63517","635",1163
"4278","72144","721",35
"4279","25541","255",846
"4280","74936","749",964
"4281","72135","721",38
"4282","31712","317",671
"4283","74865","748",966
"4284","21734","217",525
"4285","71636","716",116
"4286","74388","743",929
"4287","25572","255",846
"4288","70327","703",10
"4289","74199","741",938
"4290","27386","273",925
"4291","88367","883",1074
"4292","34131","341",423
"4293","34292","342",420
"4294","36323","363",559
"4295","72644","726",67
"4296","88529","885",1069
"4297","25348","253",850
"4298","72582","725",70
"4299","21682","216",529
"4300","86756","867",982
"4301","21400","214",474
"4302","19258","192",765
"4303","38547","385",613
"4304","98529","985",959
"4305","89443","894",323
"4306","91489","914",893
"4307","38477","384",614
"4308","90574","905",756
"4309","38489","384",614
"4310","38373","383",616
"4311","38378","383",616
"4312","38458","384",614
"4313","96163","961",58
"4314","96114","961",58
"4315","96199","961",58
"4316","86928","869",980
"4317","38838","388",606
"4318","82405","824",14
"4319","23775","237",566
"4320","86676","866",988
"4321","59063","590",227
"4322","79249","792",502
"4323","79098","790",510
"4324","65385","653",309
"4325","49219","492",650
"4326","59846","598",218
"4327","65375","653",309
"4328","56462","564",352
"4329","79261","792",502
"4330","67472","674",460
"4331","59821","598",218
"4332","79872","798",482
"4333","49451","494",645
"4334","76779","767",1111
"4335","77796","777",397
"4336","15926","159",907
"4337","18609","186",693
"4338","12526","125",521
"4339","16359","163",880
"4340","01936","019",853
"4341","17358","173",718
"4342","15890","158",911
"4343","02788","027",768
"4344","02929","029",803
"4345","39279","392",712
"4346","85465","854",1060
"4347","08539","085",730
"4348","93133","931",53
"4349","07950","079",739
"4350","95111","951",93
"4351","39307","393",709
"4352","84172","841",45
"4353","95707","957",141
"4354","08626","086",729
"4355","95689","956",143
"4356","83101","831",84
"4357","92712","927",835
"4358","84028","840",47
"4359","06796","067",674
"4360","08239","082",735
"4361","84103","841",45
"4362","18347","183",697
"4363","94333","943",26
"4364","83259","832",135
"4365","18195","181",699
"4366","84175","841",45
"4367","83257","832",135
"4368","84180","841",45
"4369","08144","081",737
"4370","84546","845",80
"4371","84140","841",45
"4372","04643","046",861
"4373","94327","943",26
"4374","09212","092",1130
"4375","06895","068",669
"4376","84561","845",79
"4377","09221","092",1130
"4378","09326","093",1127
"4379","04779","047",859
"4380","09423","094",1123
"4381","09126","091",1132
"4382","94256","942",27
"4383","18437","184",696
"4384","09496","094",1123
"4385","16767","167",873
"4386","01616","016",806
"4387","10711","107",437
"4388","13409","134",822
"4389","01561","015",808
"4390","01662","016",806
"4391","85258","852",1004
"4392","39628","396",704
"4393","82515","825",12
"4394","85241","852",1004
"4395","23970","239",589
"4396","81375","813",43
"4397","95369","953",156
"4398","85296","852",1004
"4399","91249","912",897
"4400","39439","394",706
"4401","95362","953",156
"4402","19412","194",761
"4403","39128","391",713
"4404","07747","077",742
"4405","81673","816",39
"4406","92331","923",851
"4407","85630","856",1052
"4408","95189","951",93
"4409","82276","822",19
"4410","90480","904",760
"4411","85135","851",1005
"4412","96264","962",57
"4413","85137","851",1005
"4414","91171","911",898
"4415","92342","923",851
"4416","82223","822",19
"4417","85247","852",1004
"4418","99441","994",1147
"4419","91480","914",893
"4420","90619","906",752
"4421","91486","914",893
"4422","23730","237",566
"4423","96173","961",58
"4424","87642","876",1166
"4425","96148","961",58
"4426","98673","986",1016
"4427","86695","866",988
"4428","99718","997",1170
"4429","91325","913",895
"4430","38368","383",616
"4431","86492","864",944
"4432","82383","823",17
"4433","96472","964",89
"4434","99089","990",1158
"4435","86573","865",996
"4436","02994","029",802
"4437","01848","018",856
"4438","02979","029",802
"4439","01904","019",854
"4440","02681","026",769
"4441","13086","130",833
"4442","12359","123",523
"4443","12687","126",516
"4444","01744","017",804
"4445","52074","520",1027
"4446","52511","525",1094
"4447","47647","476",210
"4448","53937","539",330
"4449","46499","464",94
"4450","54584","545",235
"4451","54459","544",240
"4452","46562","465",90
"4453","47443","474",213
"4454","40239","402",1012
"4455","66687","666",249
"4456","46244","462",98
"4457","46047","460",100
"4458","40764","407",1061
"4459","66115","661",260
"4460","66119","661",260
"4461","45329","453",158
"4462","51067","510",1097
"4463","45883","458",189
"4464","53507","535",343
"4465","42113","421",233
"4466","51515","515",1144
"4467","42275","422",232
"4468","24405","244",544
"4469","30457","304",605
"4470","89143","891",332
"4471","88138","881",1080
"4472","97947","979",1072
"4473","88267","882",1078
"4474","24589","245",543
"4475","74549","745",969
"4476","30627","306",602
"4477","21224","212",487
"4478","36289","362",560
"4479","73575","735",1041
"4480","37269","372",636
"4481","20253","202",621
"4482","97993","979",1072
"4483","22850","228",459
"4484","29225","292",728
"4485","88319","883",1076
"4486","89186","891",332
"4487","24620","246",539
"4488","38723","387",608
"4489","37299","372",636
"4490","87700","877",1165
"4491","24114","241",557
"4492","87737","877",1165
"4493","73466","734",1042
"4494","87787","877",1165
"4495","29362","293",727
"4496","23827","238",594
"4497","29574","295",725
"4498","91471","914",893
"4499","91483","914",893
"4500","97539","975",1085
"4501","86739","867",982
"4502","87782","877",1165
"4503","86748","867",982
"4504","21380","213",478
"4505","96181","961",58
"4506","23719","237",566
"4507","59590","595",221
"4508","68794","687",386
"4509","35578","355",574
"4510","35116","351",582
"4511","33659","336",499
"4512","35583","355",574
"4513","33602","336",499
"4514","33604","336",499
"4515","33607","336",499
"4516","35398","353",577
"4517","60486","604",61
"4518","69124","691",187
"4519","60326","603",62
"4520","28757","287",896
"4521","32107","321",628
"4522","60598","605",60
"4523","27232","272",926
"4524","25927","259",829
"4525","25836","258",830
"4526","64372","643",1035
"4527","78595","785",265
"4528","75433","754",1117
"4529","71263","712",124
"4530","78239","782",270
"4531","28203","282",902
"4532","72364","723",74
"4533","75446","754",1117
"4534","21775","217",525
"4535","63454","634",1164
"4536","32689","326",656
"4537","35285","352",580
"4538","71277","712",124
"4539","25889","258",830
"4540","63695","636",1161
"4541","36320","363",559
"4542","24969","249",564
"4543","31633","316",677
"4544","25729","257",834
"4545","63773","637",1160
"4546","31582","315",680
"4547","72793","727",66
"4548","70191","701",11
"4549","32676","326",655
"4550","31714","317",671
"4551","73760","737",1038
"4552","21706","217",525
"4553","88633","886",1064
"4554","88718","887",1134
"4555","31634","316",677
"4556","74246","742",934
"4557","34369","343",412
"4558","24955","249",564
"4559","97909","979",1073
"4560","25573","255",846
"4561","74259","742",934
"4562","24806","248",531
"4563","97859","978",1077
"4564","24817","248",531
"4565","51674","516",1139
"4566","48477","484",197
"4567","56587","565",350
"4568","26817","268",784
"4569","49757","497",641
"4570","56179","561",382
"4571","55592","555",433
"4572","26639","266",788
"4573","66981","669",295
"4574","26676","266",788
"4575","67716","677",446
"4576","67705","677",446
"4577","48346","483",203
"4578","77743","777",397
"4579","79331","793",501
"4580","79689","796",492
"4581","79285","792",502
"4582","57580","575",166
"4583","65232","652",310
"4584","55263","552",442
"4585","35708","357",570
"4586","79862","798",482
"4587","79804","798",481
"4588","76479","764",1045
"4589","59581","595",221
"4590","65520","655",307
"4591","65205","652",310
"4592","67366","673",463
"4593","76773","767",1111
"4594","25524","255",846
"4595","27389","273",925
"4596","88370","883",1074
"4597","97845","978",1077
"4598","73271","732",971
"4599","24881","248",531
"4600","24866","248",531
"4601","88250","882",1078
"4602","72535","725",70
"4603","57648","576",163
"4604","55559","555",434
"4605","57555","575",166
"4606","65556","655",307
"4607","26388","263",797
"4608","67434","674",460
"4609","67310","673",464
"4610","44581","445",328
"4611","66914","669",297
"4612","49838","498",638
"4613","79379","793",500
"4614","55568","555",433
"4615","59439","594",222
"4616","49479","494",644
"4617","48317","483",201
"4618","48145","481",206
"4619","26446","264",792
"4620","56357","563",354
"4621","58675","586",104
"4622","55583","555",434
"4623","76549","765",1044
"4624","26384","263",797
"4625","77883","778",392
"4626","67278","672",469
"4627","67281","672",469
"4628","35781","357",570
"4629","55127","551",445
"4630","26121","261",800
"4631","33378","333",509
"4632","49326","493",648
"4633","77776","777",397
"4634","49429","494",645
"4635","65189","651",311
"4636","76756","767",1111
"4637","76593","765",1044
"4638","76316","763",1046
"4639","35789","357",570
"4640","35689","356",572
"4641","35756","357",570
"4642","59909","599",216
"4643","45701","457",144
"4644","53229","532",293
"4645","42857","428",274
"4646","26759","267",786
"4647","56818","568",425
"4648","66538","665",250
"4649","44797","447",422
"4650","56754","567",346
"4651","48612","486",193
"4652","54689","546",288
"4653","47929","479",207
"4654","54595","545",236
"4655","41189","411",285
"4656","52355","523",1023
"4657","54666","546",288
"4658","54586","545",235
"4659","41564","415",322
"4660","47137","471",215
"4661","54550","545",238
"4662","45479","454",157
"4663","46145","461",99
"4664","54492","544",243
"4665","53347","533",292
"4666","45721","457",144
"4667","49751","497",641
"4668","26603","266",788
"4669","26427","264",792
"4670","66954","669",295
"4671","56075","560",385
"4672","56073","560",385
"4673","26897","268",784
"4674","44287","442",339
"4675","56305","563",356
"4676","67817","678",518
"4677","79254","792",502
"4678","79183","791",508
"4679","67307","673",464
"4680","49597","495",643
"4681","49186","491",654
"4682","79733","797",488
"4683","65326","653",309
"4684","49088","490",658
"4685","66424","664",255
"4686","56642","566",349
"4687","66482","664",255
"4688","44388","443",336
"4689","56630","566",349
"4690","49740","497",641
"4691","55490","554",435
"4692","24989","249",564
"4693","29683","296",724
"4694","24361","243",546
"4695","24996","249",564
"4696","73084","730",978
"4697","30559","305",604
"4698","30521","305",604
"4699","37133","371",637
"4700","74582","745",969
"4701","22605","226",391
"4702","25486","254",848
"4703","22523","225",393
"4704","24214","242",552
"4705","89547","895",320
"4706","22846","228",459
"4707","74564","745",969
"4708","87534","875",1135
"4709","88316","883",1075
"4710","97717","977",1079
"4711","24404","244",545
"4712","89129","891",332
"4713","22337","223",400
"4714","97337","973",1019
"4715","22359","223",400
"4716","89290","892",327
"4717","23816","238",591
"4718","24235","242",550
"4719","73499","734",1042
"4720","87781","877",1165
"4721","91478","914",893
"4722","38536","385",613
"4723","91601","916",883
"4724","91484","914",893
"4725","97357","973",1019
"4726","86476","864",943
"4727","91438","914",893
"4728","97516","975",1089
"4729","86505","865",994
"4730","24257","242",550
"4731","91632","916",885
"4732","97478","974",1018
"4733","83673","836",129
"4734","92318","923",851
"4735","92364","923",851
"4736","80636","806",818
"4737","07381","073",747
"4738","07356","073",747
"4739","85375","853",999
"4740","95466","954",154
"4741","06408","064",687
"4742","92256","922",852
"4743","92260","922",852
"4744","92245","922",852
"4745","93180","931",53
"4746","85457","854",1060
"4747","90419","904",760
"4748","39649","396",703
"4749","98744","987",1013
"4750","91361","913",895
"4751","82287","822",19
"4752","82237","822",19
"4753","96317","963",56
"4754","95515","955",145
"4755","85080","850",1009
"4756","39444","394",706
"4757","26935","269",781
"4758","78048","780",276
"4759","67141","671",476
"4760","67059","670",480
"4761","35647","356",571
"4762","75323","753",1121
"4763","28777","287",896
"4764","27809","278",917
"4765","35102","351",581
"4766","60488","604",61
"4767","60438","604",61
"4768","27749","277",919
"4769","60433","604",61
"4770","69115","691",187
"4771","28237","282",902
"4772","78247","782",270
"4773","64678","646",1100
"4774","27257","272",926
"4775","61197","611",962
"4776","64832","648",1098
"4777","28309","283",901
"4778","71272","712",124
"4779","25704","257",834
"4780","78476","784",266
"4781","74862","748",966
"4782","72475","724",72
"4783","31710","317",670
"4784","74864","748",966
"4785","74831","748",966
"4786","70193","701",11
"4787","34479","344",409
"4788","31718","317",671
"4789","36329","363",559
"4790","31556","315",678
"4791","72768","727",66
"4792","72519","725",70
"4793","72505","725",68
"4794","72517","725",70
"4795","73765","737",1038
"4796","25794","257",834
"4797","31559","315",678
"4798","63930","639",1153
"4799","71364","713",123
"4800","71522","715",118
"4801","21684","216",529
"4802","88377","883",1074
"4803","91481","914",893
"4804","38871","388",606
"4805","91468","914",893
"4806","86866","868",981
"4807","23628","236",567
"4808","86647","866",988
"4809","86399","863",950
"4810","91728","917",878
"4811","87662","876",1166
"4812","86687","866",988
"4813","98716","987",1015
"4814","38384","383",616
"4815","91738","917",878
"4816","86932","869",980
"4817","91781","917",878
"4818","86923","869",980
"4819","39365","393",707
"4820","31863","318",665
"4821","34121","341",423
"4822","36137","361",561
"4823","24860","248",531
"4824","73235","732",971
"4825","73272","732",971
"4826","74523","745",969
"4827","74635","746",968
"4828","31089","310",663
"4829","07952","079",739
"4830","83043","830",87
"4831","06116","061",692
"4832","08527","085",730
"4833","92521","925",847
"4834","93055","930",28
"4835","93105","931",53
"4836","92715","927",839
"4837","93098","930",28
"4838","04539","045",862
"4839","92696","926",844
"4840","83132","831",85
"4841","84555","845",79
"4842","93167","931",53
"4843","83358","833",133
"4844","14806","148",771
"4845","14770","147",772
"4846","14550","145",775
"4847","18469","184",696
"4848","83364","833",133
"4849","09241","092",1130
"4850","09387","093",1126
"4851","04703","047",859
"4852","14552","145",775
"4853","09577","095",1119
"4854","94550","945",22
"4855","94094","940",1176
"4856","01587","015",807
"4857","04924","049",857
"4858","17126","171",722
"4859","15838","158",909
"4860","09619","096",1116
"4861","13156","131",826
"4862","12355","123",523
"4863","94136","941",1175
"4864","01705","017",804
"4865","16247","162",888
"4866","15910","159",907
"4867","15907","159",907
"4868","17429","174",716
"4869","15848","158",910
"4870","17419","174",716
"4871","02997","029",802
"4872","02708","027",768
"4873","82433","824",13
"4874","91356","913",895
"4875","91359","913",895
"4876","91177","911",898
"4877","99438","994",1147
"4878","82441","824",13
"4879","82216","822",19
"4880","06543","065",685
"4881","82234","822",19
"4882","23996","239",589
"4883","95349","953",156
"4884","39340","393",708
"4885","91239","912",897
"4886","23972","239",589
"4887","82538","825",12
"4888","91235","912",897
"4889","92283","922",852
"4890","06648","066",681
"4891","07343","073",747
"4892","81479","814",42
"4893","85119","851",1007
"4894","80797","807",817
"4895","82008","820",1167
"4896","07774","077",743
"4897","39124","391",713
"4898","84072","840",48
"4899","95188","951",93
"4900","95478","954",154
"4901","06122","061",692
"4902","95168","951",93
"4903","84079","840",47
"4904","93186","931",53
"4905","92702","927",835
"4906","06688","066",681
"4907","83064","830",87
"4908","93047","930",28
"4909","92551","925",847
"4910","04435","044",865
"4911","83547","835",131
"4912","17209","172",719
"4913","06749","067",674
"4914","08485","084",731
"4915","18190","181",699
"4916","04519","045",863
"4917","04177","041",870
"4918","93199","931",53
"4919","84559","845",79
"4920","17194","171",722
"4921","08248","082",735
"4922","04288","042",868
"4923","06886","068",669
"4924","04654","046",861
"4925","84529","845",79
"4926","09122","091",1132
"4927","14624","146",774
"4928","94491","944",23
"4929","94547","945",22
"4930","09603","096",1116
"4931","14513","145",776
"4932","13465","134",822
"4933","10717","107",437
"4934","09638","096",1116
"4935","10779","107",437
"4936","01612","016",806
"4937","17491","174",717
"4938","12051","120",530
"4939","86825","868",981
"4940","98663","986",1016
"4941","96106","961",58
"4942","38173","381",618
"4943","86744","867",982
"4944","23883","238",595
"4945","91719","917",878
"4946","23626","236",568
"4947","90579","905",756
"4948","91757","917",878
"4949","91097","910",900
"4950","86700","867",987
"4951","38889","388",606
"4952","29465","294",726
"4953","38471","384",614
"4954","91091","910",900
"4955","90522","905",756
"4956","91187","911",898
"4957","29479","294",726
"4958","19249","192",765
"4959","96155","961",58
"4960","13088","130",833
"4961","12489","124",522
"4962","12627","126",516
"4963","01454","014",809
"4964","01796","017",805
"4965","01829","018",856
"4966","01996","019",853
"4967","03044","030",908
"4968","03197","031",906
"4969","15232","152",915
"4970","52070","520",1027
"4971","52224","522",1025
"4972","47589","475",212
"4973","47627","476",210
"4974","52428","524",1095
"4975","54668","546",288
"4976","46419","464",94
"4977","41238","412",284
"4978","54634","546",288
"4979","54294","542",248
"4980","54296","542",248
"4981","47228","472",214
"4982","54320","543",245
"4983","53919","539",331
"4984","40210","402",1012
"4985","45472","454",157
"4986","48712","487",191
"4987","45131","451",160
"4988","54486","544",243
"4989","42329","423",230
"4990","48739","487",191
"4991","42651","426",280
"4992","45661","456",153
"4993","26725","267",786
"4994","73037","730",978
"4995","73102","731",974
"4996","74417","744",970
"4997","74542","745",969
"4998","22589","225",393
"4999","97265","972",1020
"5000","21149","211",491
"5001","88444","884",1071
"5002","37215","372",636
"5003","21266","212",487
"5004","37154","371",637
"5005","22527","225",393
"5006","21077","210",493
"5007","37077","370",639
"5008","97255","972",1020
"5009","36414","364",558
"5010","97253","972",1020
"5011","20249","202",621
"5012","21438","214",472
"5013","22177","221",404
"5014","22111","221",403
"5015","24145","241",557
"5016","97720","977",1079
"5017","22045","220",405
"5018","31226","312",661
"5019","36469","364",558
"5020","74579","745",969
"5021","89294","892",327
"5022","38271","382",617
"5023","37359","373",635
"5024","97711","977",1079
"5025","99976","999",1168
"5026","98597","985",959
"5027","89335","893",325
"5028","23869","238",591
"5029","97469","974",1018
"5030","23843","238",591
"5031","36456","364",558
"5032","97353","973",1019
"5033","22927","229",453
"5034","38275","382",617
"5035","38707","387",609
"5036","86742","867",982
"5037","38179","381",618
"5038","96157","961",58
"5039","98593","985",959
"5040","87745","877",1165
"5041","89438","894",323
"5042","91717","917",878
"5043","76131","761",1056
"5044","76359","763",1046
"5045","76297","762",1048
"5046","78078","780",275
"5047","78667","786",262
"5048","68229","682",395
"5049","75328","753",1121
"5050","64297","642",1037
"5051","69226","692",180
"5052","72202","722",76
"5053","60389","603",62
"5054","28239","282",902
"5055","75438","754",1117
"5056","78583","785",265
"5057","31606","316",676
"5058","78601","786",263
"5059","35447","354",576
"5060","33184","331",511
"5061","74924","749",964
"5062","78357","783",269
"5063","63791","637",1160
"5064","64747","647",1099
"5065","25715","257",834
"5066","70563","705",8
"5067","74080","740",942
"5068","31855","318",665
"5069","74254","742",936
"5070","25872","258",830
"5071","25887","258",830
"5072","70188","701",11
"5073","24992","249",564
"5074","74229","742",937
"5075","24997","249",564
"5076","72622","726",67
"5077","88719","887",1133
"5078","31848","318",665
"5079","34225","342",419
"5080","34576","345",407
"5081","88693","886",1064
"5082","31868","318",665
"5083","27383","273",925
"5084","59069","590",227
"5085","57572","575",166
"5086","55543","555",434
"5087","67677","676",451
